BranchPredictor,fetchWidth,numFetchBufferEntries,numRasEntries,maxBrCount,decodeWidth,numRobEntries,numIntPhysRegisters,memIssueWidth,memIssueWidth,numLdqEntries,enablePrefetching,enableSFBOpt,numRXQEntries,numRCQEntries,nL2TLBEntries,nL2TLBWays,nICacheWays,nICacheTLBWays,nDCacheWays,nDCacheMSHRs,nDCacheTLBWays,CPI,Power,Area
0,1,4,1,0,4,4,0,1,4,0,0,0,0,2,1,1,0,0,0,1,0,1.180276366,17.453234,5807045.794
0,0,4,1,1,2,2,0,1,2,0,0,0,2,1,0,1,1,2,1,1,2,1.180502545,13.196503,5465423.827
0,1,3,1,1,3,3,1,0,0,0,1,1,2,1,1,3,0,1,1,2,1,1.180853105,16.411543,5557186.158
2,1,1,0,1,2,2,4,1,2,0,0,0,0,0,1,3,0,1,0,0,2,1.18086737,20.69646,5750582.953
2,0,3,1,3,3,1,4,0,3,2,1,1,0,0,1,3,0,0,1,1,0,1.181033462,18.061205,5839467.173
2,0,2,0,0,3,3,4,0,2,3,1,0,1,2,2,2,0,2,1,1,2,1.181046647,15.209631,5635994.267
2,1,1,0,2,2,2,0,1,2,0,0,1,2,2,1,0,1,1,2,2,2,1.181113867,17.950403,6193786.199
2,0,5,1,0,2,2,3,0,1,2,1,1,0,1,3,1,0,0,1,2,1,1.181331128,13.766862,5371063.954
2,0,4,2,1,2,2,2,0,2,3,1,0,1,2,1,3,1,2,1,2,1,1.182140894,14.731297,5512637.52
1,0,4,1,0,1,4,3,0,1,0,0,0,0,0,2,1,0,2,0,0,0,1.182646936,14.687679,5165082.521
1,0,2,0,3,1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1.182852278,17.16558,5499467.666
2,1,1,0,2,3,1,0,1,3,1,1,1,1,0,1,2,0,1,2,2,2,1.182936421,20.115498,6323219.426
0,0,2,2,0,3,1,0,1,3,1,0,0,0,0,0,2,0,2,1,0,2,1.183020289,13.758156,5558579.798
2,0,1,2,1,2,2,3,0,2,1,0,1,1,1,2,1,1,0,1,0,2,1.183599414,16.42204,5382112.434
2,1,0,0,1,3,0,4,1,2,0,0,1,1,1,1,1,2,2,0,1,0,1.183615129,19.95493,6136181.194
0,0,1,2,0,1,0,2,0,1,2,0,0,1,2,0,1,2,1,0,2,2,1.183729161,12.97762,5182343.887
2,0,0,0,3,1,1,4,1,1,1,0,1,1,0,2,2,1,1,1,1,2,1.184010304,15.167097,5701201.943
2,1,0,0,1,1,2,4,1,1,0,0,1,1,2,3,3,2,1,1,0,1,1.184298588,18.27822,5939127.658
2,0,2,2,2,2,2,4,0,1,2,0,1,0,0,0,0,0,2,1,2,2,1.184695362,18.42741,5522782.665
0,1,0,2,2,1,2,0,0,0,1,0,1,1,0,2,0,0,2,2,1,1,1.184924512,13.631364,5381198.004
0,0,1,0,1,1,1,0,0,1,0,0,1,0,2,3,2,1,2,2,0,2,1.185198176,12.01495,5137994.009
2,0,1,2,1,2,2,3,0,2,1,0,0,2,1,3,2,0,0,1,1,0,1.18537757,16.8693,5372132.37
2,0,2,1,3,2,2,3,0,2,1,0,0,1,2,2,1,0,1,1,1,0,1.18537757,17.030335,5453709.319
2,0,0,1,0,1,4,2,1,1,1,0,0,1,2,0,2,1,2,2,0,2,1.185403242,13.228338,5681352.576
2,1,0,0,3,1,3,2,1,1,0,1,0,2,2,0,1,1,2,1,1,0,1.185711106,16.379956,5804355.382
2,0,2,0,2,2,2,3,0,1,1,0,1,1,0,1,2,2,1,1,1,0,1.185737767,19.05966,5599556.044
0,1,3,2,1,2,2,4,0,0,0,0,0,2,1,0,3,1,1,2,0,1,1.185872128,14.064961,5595638.29
0,1,4,1,2,4,4,1,1,0,0,1,0,2,0,2,2,0,0,0,0,2,1.186409569,19.03937,5747005.395
2,0,1,1,2,3,0,2,1,3,2,1,0,1,2,1,0,2,2,2,2,0,1.186482963,19.00429,6452372.348
2,0,0,0,2,1,3,1,1,1,3,1,1,0,1,1,1,0,1,1,2,1,1.186506725,16.99495,5563692.57
0,0,4,1,3,1,3,0,1,1,0,1,1,2,2,1,2,2,2,1,1,1,1.186510321,13.033419,5529542.695
2,0,2,1,2,3,2,2,0,1,3,0,1,0,1,1,2,0,0,1,1,1,1.186696561,18.08179,5545015.912
0,1,4,2,1,2,2,4,0,0,0,1,1,2,2,3,1,0,1,1,0,2,1.187188787,13.797493,5455823.613
2,1,1,0,1,4,4,4,0,0,1,0,1,1,2,2,0,2,2,2,1,1,1.187354914,17.001456,6147119.276
2,0,2,0,1,2,2,3,0,1,2,1,0,2,0,2,1,1,0,1,1,1,1.187419189,15.169137,5375988.024
1,1,5,0,2,2,2,0,1,0,0,1,0,2,2,0,3,2,0,0,1,2,1.187625109,19.322714,6026321.058
0,1,2,0,3,4,4,0,0,4,0,0,0,1,1,2,0,2,2,1,2,1,1.188268872,22.55428,6056659.207
0,1,1,1,2,3,3,2,1,0,0,1,1,2,2,1,3,2,0,0,0,0,1.188505419,18.02975,5964839.002
0,1,5,0,3,3,0,4,0,0,0,1,0,2,1,2,2,0,1,2,0,2,1.188929786,16.249043,5830750.777
2,1,0,1,2,1,4,1,1,0,3,0,1,1,0,0,2,1,1,0,2,1,1.189231033,18.38759,5763870.487
0,1,2,1,3,1,2,0,0,0,1,0,1,0,0,0,1,0,2,2,0,1,1.189367791,15.15407,5376178.943
1,0,2,2,1,2,2,0,0,0,3,0,1,1,0,3,3,2,1,1,1,2,1.190666682,17.13154,5556332.227
0,1,1,1,2,4,4,0,1,1,0,0,0,1,1,3,1,1,1,1,0,2,1.190968918,19.07584,5983756.963
0,0,0,0,0,3,3,4,0,1,0,0,0,2,1,2,1,2,2,2,1,1,1.191082451,13.41931,5685391.915
0,1,4,0,0,3,3,0,1,0,1,1,1,2,1,2,2,2,2,2,0,0,1.191184752,17.85556,6157674.88
0,0,5,0,2,1,3,2,1,1,0,0,1,1,2,2,3,0,0,0,1,2,1.191187836,13.391248,5343384.849
2,0,3,2,1,1,1,2,0,1,3,0,1,0,0,3,3,2,1,2,0,1,1.191252371,15.19513,5485773.296
0,1,5,2,0,4,4,0,0,4,3,0,1,2,2,2,3,1,2,0,2,1,1.191276002,20.13006,5888548.443
0,0,0,0,2,1,0,0,0,1,2,1,1,1,0,1,3,1,2,1,2,2,1.191532611,12.774879,5130358.808
1,1,4,1,1,2,2,0,0,0,1,1,1,0,0,1,3,2,1,0,0,1,1.191787691,20.26381,5727895.193
0,0,1,0,1,2,2,4,1,0,0,0,1,2,1,2,0,0,1,2,1,0,1.19205993,15.436803,5821921.839
2,1,1,0,2,2,2,3,0,1,0,1,1,2,0,2,2,0,1,1,1,2,1.192545039,17.935454,5604110.204
0,0,1,2,3,3,2,0,0,1,1,1,1,0,1,1,2,2,0,2,0,1,1.192602375,17.41175,5638168.169
2,0,2,1,1,2,2,1,0,2,2,1,0,2,1,0,0,0,2,2,1,0,1.192628465,14.597438,5373307.565
0,0,0,0,1,2,2,0,0,2,2,0,0,1,2,3,1,0,0,1,2,2,1.193137673,13.99279,5303418.842
0,0,3,0,3,1,2,1,0,1,0,0,0,1,0,1,3,1,0,1,2,1,1.193331827,12.741347,5211682.501
1,1,4,0,2,4,4,0,0,1,3,0,1,0,0,1,0,2,1,0,0,1,1.193681468,21.263714,6218832.396
0,1,5,0,2,3,0,2,1,0,0,1,0,1,1,2,2,2,0,0,1,1,1.194111446,15.091682,5920647.053
0,1,2,0,3,4,4,0,1,1,3,0,1,2,2,0,1,1,2,0,2,1,1.1941288,21.55778,6153221.824
2,0,3,0,3,3,0,2,1,1,1,0,0,2,1,2,1,1,2,1,0,0,1.194545464,18.96475,5798543.834
0,1,1,1,2,3,0,2,0,0,0,0,1,0,2,1,2,1,0,1,1,0,1.194651597,16.89045,5541894.199
1,0,2,1,2,3,0,2,0,0,3,1,0,1,0,0,3,0,1,0,1,0,1.194692566,19.53288,5515219.106
0,1,3,2,0,2,2,3,1,0,0,1,1,0,1,3,0,2,0,0,0,1,1.19479131,16.13035,5760985.062
2,1,1,0,0,3,3,0,1,2,1,1,1,2,1,2,3,2,1,1,1,0,1.194885373,20.62646,6048946.913
2,0,1,2,2,1,1,2,0,1,2,1,1,2,2,2,0,1,0,2,2,0,1.195032373,17.13037,5537882.428
0,0,0,2,0,2,2,0,0,2,2,0,0,1,1,3,3,1,1,1,0,1,1.195356328,14.39404,5199585.468
2,1,1,0,3,2,2,1,1,0,1,1,1,0,2,0,0,1,1,0,0,2,1.195361558,16.753841,5689875.698
0,0,4,1,2,1,3,3,1,0,2,1,0,2,1,3,0,2,1,0,2,1,1.195615885,15.8073,5726942.32
2,0,2,0,0,2,2,1,0,2,3,0,1,0,0,1,3,0,1,1,0,1,1.196080209,13.632086,5213490.142
1,1,3,2,3,1,3,0,0,0,2,0,0,1,1,3,2,1,1,0,0,2,1.196732733,17.887215,5697111.883
0,0,1,2,3,2,2,2,1,2,0,0,0,1,1,3,1,0,2,0,0,0,1.197377371,16.152008,5552562.225
0,1,1,2,3,2,2,2,0,0,0,0,0,1,0,2,2,1,2,1,0,2,1.197770732,16.223562,5501290.441
0,1,0,0,2,3,2,0,1,0,1,1,1,2,0,0,1,2,1,1,0,2,1.197916146,17.37513,5927168.705
2,0,0,1,3,2,2,1,0,1,3,1,1,2,0,0,2,0,2,1,1,0,1.198174203,15.741042,5345345.231
1,0,5,1,0,2,2,0,0,0,3,1,0,0,2,1,1,0,1,1,1,2,1.198265363,13.58125,5269935.938
0,1,3,1,0,3,3,0,1,0,1,0,0,1,0,2,2,0,0,2,0,1,1.198307833,17.9951,5991419.388
0,0,2,0,2,3,0,1,0,0,3,1,1,0,1,2,3,0,0,1,1,0,1.198637844,14.243643,5364335.032
1,1,1,2,0,4,4,0,0,1,0,1,1,2,2,1,0,1,0,0,1,0,1.199055865,21.07858,5877621.011
0,0,5,1,0,3,1,0,0,3,2,1,0,0,0,0,3,2,0,2,2,1,1.19940776,15.651152,5739277.471
0,0,2,0,0,1,2,0,0,1,0,0,1,1,2,2,3,0,0,1,2,2,1.199650029,11.279814,5010849.914
0,1,0,1,1,3,0,0,1,0,2,0,0,2,2,0,2,2,2,2,1,0,1.199692352,17.315369,6193869.84
1,0,4,2,1,3,0,0,0,3,2,0,0,2,2,0,0,1,1,1,0,2,1.200375498,17.5202,5524693.933
0,0,1,0,1,1,0,2,0,0,2,1,1,2,0,1,0,2,0,1,0,2,1.200738441,11.971965,5164548.561
2,0,3,2,1,1,1,1,0,1,3,0,0,1,2,3,1,0,2,2,1,0,1.201073646,14.89761,5292975.524
2,0,4,2,3,1,3,2,0,1,2,0,1,2,1,3,0,2,2,2,1,1,1.201179069,15.717548,5608801.063
0,0,1,1,0,1,2,4,1,0,3,0,0,2,2,1,1,0,0,0,0,1,1.201212928,13.16621,5337318.154
2,1,0,2,2,1,2,3,0,1,0,0,0,2,1,3,2,0,0,2,0,0,1.201274168,15.460982,5558236.383
2,0,4,1,2,1,0,2,1,1,3,0,1,2,1,2,1,1,1,2,1,1,1.201444313,17.66374,5885039.091
0,0,2,0,1,3,1,0,1,2,0,1,0,0,2,0,1,1,0,1,0,1,1.201446661,13.586738,5543507.905
0,0,5,0,0,1,1,0,0,1,0,1,0,2,0,1,3,2,2,2,2,1,1.201734376,12.207453,5305012.188
0,1,3,0,3,4,4,0,0,1,2,0,1,1,2,1,2,1,2,2,1,2,1.202281379,20.33252,5974480.813
0,0,1,2,1,1,4,1,1,0,2,0,0,1,2,3,3,2,0,0,1,2,1.202353284,14.36322,5471507.064
0,1,1,1,2,4,4,3,0,0,0,0,1,1,0,1,3,2,0,0,1,0,1.202458478,15.519864,5828761.252
2,0,1,1,3,1,3,3,0,1,1,1,1,0,0,1,3,2,0,1,2,2,1.202652988,16.60324,5558290.129
2,0,1,1,1,3,3,3,1,3,1,0,0,2,1,3,0,0,2,0,2,2,1.202858766,18.68283,5942173.09
1,0,0,2,3,3,0,2,0,3,2,0,1,0,0,2,1,2,0,0,2,1,1.203199517,20.43914,5990917.159
2,0,2,2,0,3,2,2,1,3,2,0,1,2,0,2,2,0,2,0,0,0,1.203690815,19.08615,5722866.423
2,0,5,1,2,3,1,3,1,3,2,1,1,2,2,1,1,0,1,0,1,0,1.204205855,29.3304,6160466.498
1,1,1,1,2,4,4,0,1,0,2,0,0,2,1,2,3,0,2,1,1,2,1.20421997,23.62927,6339699.601
0,1,1,1,1,2,2,0,0,0,3,0,0,0,1,0,3,2,1,2,0,1,1.204488528,15.094788,5679493.07
0,0,1,2,1,3,0,0,0,3,1,1,0,1,1,3,3,2,1,2,1,0,1.204535461,16.70223,5644494.403
0,0,3,1,2,2,2,1,1,0,1,0,0,1,0,3,0,1,1,0,0,2,1.204559358,14.160123,5392712.966
2,0,3,0,0,3,2,1,0,1,2,0,0,0,1,1,0,0,2,1,2,1,1.204906743,15.42983,5375156.02
2,0,3,1,1,2,2,4,1,2,3,0,0,0,2,1,1,0,1,0,1,2,1.20522367,17.87375,5713917.879
1,1,1,1,3,2,2,0,0,0,0,1,1,1,0,1,3,2,0,0,2,1,1.205265004,20.91196,5910136.781
2,0,0,2,3,1,0,4,1,1,3,1,0,0,0,1,2,1,0,2,1,1,1.205413203,20.09257,6023289.361
2,0,1,1,2,2,2,2,1,2,1,0,1,2,2,1,2,0,1,0,1,1,1.206011583,15.787441,5566121.122
0,0,4,1,2,2,2,4,0,0,2,1,1,0,1,1,2,1,1,0,0,2,1.206123235,15.173667,5310002.216
1,0,4,0,0,3,0,0,0,3,1,1,0,2,0,2,1,0,0,1,2,0,1.206354143,16.263768,5491592.205
2,0,2,0,0,3,0,3,0,3,2,1,1,0,2,2,2,0,1,2,2,1,1.206538631,15.18723,5732252.548
0,0,3,0,0,1,2,2,0,0,2,1,1,1,0,0,1,1,2,0,1,0,1.206591255,12.23979,5032534.496
0,0,0,1,3,2,2,3,1,0,0,1,1,1,2,1,2,1,2,1,0,1,1.206602041,16.18504,5640406.303
2,0,5,0,1,2,2,2,1,1,2,0,1,2,0,3,3,2,0,0,1,2,1.206640137,16.115652,5762663.097
2,0,5,2,2,1,3,2,0,1,3,1,0,2,2,1,2,2,1,1,1,2,1.206788078,13.941478,5468594.147
2,0,4,1,3,1,0,1,1,1,1,1,0,0,0,2,0,2,1,2,2,2,1.206978265,16.031399,5925828.025
2,0,2,2,3,3,0,3,0,1,1,0,1,0,0,0,3,2,2,2,1,1,1.207227132,18.47287,5818047.587
0,0,3,0,3,2,2,0,0,1,0,0,0,2,2,2,3,2,1,2,0,2,1.20774489,15.44687,5418391.782
2,0,3,1,3,2,2,4,1,2,2,0,0,2,0,0,1,0,2,0,1,0,1.207766961,24.53171,5951123.632
2,1,0,2,3,1,2,0,0,1,3,0,1,1,2,3,2,2,0,2,1,2,1.2078237,18.68425,5796791.379
1,0,0,0,2,3,0,4,1,0,0,0,1,1,1,0,1,2,0,2,0,2,1.207923345,20.38772,6297977.318
1,1,2,1,2,3,3,0,1,0,0,1,0,1,1,1,2,0,0,0,2,1,1.208126543,22.15484,6044430.918
1,0,5,0,2,3,0,3,1,0,0,0,0,2,0,2,2,1,2,0,1,0,1.20824428,19.08694,5779691.94
2,0,1,1,0,2,2,4,1,1,1,0,0,2,1,1,2,1,1,0,2,0,1.208271498,20.92818,5719612.947
0,0,4,2,1,1,0,3,0,1,2,0,0,1,0,3,0,2,0,0,0,1,1.20827707,11.834273,5221440.038
0,0,1,2,1,3,1,3,0,0,3,1,1,2,1,2,1,0,1,0,0,0,1.208737679,13.655098,5337438.662
1,0,4,1,2,3,0,4,1,0,3,1,0,1,1,2,2,2,0,1,2,1,1.208971517,20.82954,6353957.201
2,0,3,0,1,2,2,2,1,2,0,0,1,2,0,1,3,1,1,2,2,1,1.209098367,17.3388,6005835.271
2,0,5,0,3,2,2,2,1,2,0,0,1,2,0,3,2,1,1,2,2,1,1.209098367,18.10889,6213260.942
0,0,1,1,3,2,2,0,1,1,2,0,1,1,0,1,1,0,2,0,2,0,1.20922527,14.846852,5541081.717
2,0,2,2,0,3,1,3,1,2,1,0,0,2,1,1,0,2,1,0,1,2,1.209398533,25.4663,5903329.488
2,1,1,0,1,2,2,0,0,2,3,1,0,1,1,1,2,2,1,1,1,2,1.209401128,17.180556,5685526.505
2,0,1,2,0,1,0,1,0,1,3,0,0,0,1,2,0,2,0,2,2,1,1.209653721,13.313472,5415716.417
2,0,3,1,3,2,2,1,1,2,0,0,1,0,2,0,0,1,0,2,1,1,1.209828648,16.694651,5915441.816
0,0,3,0,3,2,2,1,0,2,0,1,1,0,1,2,1,2,2,0,0,2,1.21039793,15.057467,5344102.937
2,0,0,2,2,2,2,2,1,2,3,1,1,0,1,2,0,1,1,0,0,1,1.210425263,15.897621,5725450.223
1,0,3,1,1,1,0,0,0,0,0,0,1,2,2,1,1,1,2,1,0,2,1.210689745,13.812451,5098385.494
0,0,4,2,2,1,4,0,1,1,2,0,1,2,1,0,0,0,1,0,1,0,1.211115172,12.688956,5269470.711
2,0,4,1,2,2,2,2,1,2,3,1,0,1,1,3,2,0,1,0,2,2,1.211971186,17.173252,5795497.715
2,0,4,0,3,2,2,3,1,2,1,0,1,0,1,3,0,0,2,0,0,1,1.211994602,19.05471,5700635.092
0,0,4,2,1,1,3,3,0,1,0,1,0,1,1,2,1,1,1,1,1,0,1.2121233,13.34567,5139169.656
0,0,0,0,3,1,2,3,1,1,0,0,1,1,2,2,3,1,2,0,0,1,1.212190356,15.88903,5403977.581
2,0,4,0,1,2,2,4,1,2,2,1,0,0,1,2,0,0,2,0,0,2,1.212327701,16.80494,5681185.949
0,0,0,2,3,3,0,2,1,3,2,1,0,0,1,0,0,1,0,1,2,2,1.21243573,18.491132,6141583.262
0,0,4,1,1,1,2,0,1,1,3,1,1,1,0,1,2,2,2,0,2,0,1.212713585,16.23324,5503734.588
2,0,1,2,1,2,2,3,1,2,2,1,0,2,1,1,0,0,1,0,2,2,1.212783134,15.991307,5706732.453
2,0,3,1,2,3,1,4,1,1,1,1,1,1,0,1,0,1,1,0,2,2,1.213294777,16.729057,5928291.888
0,1,3,1,0,1,0,0,1,0,2,1,0,0,0,1,3,2,2,0,0,0,1.213884671,14.30371,5482033.282
0,1,4,1,1,1,3,2,0,0,0,0,0,1,2,3,3,0,0,1,2,1,1.214261631,14.549217,5352859.603
2,0,4,1,1,2,2,2,1,2,2,1,0,1,1,2,2,2,1,0,2,1,1.214263047,15.81144,5819915.952
2,0,5,0,2,2,2,2,1,2,0,1,0,2,2,0,2,0,1,2,1,1,1.214626026,15.491785,5910925.164
2,0,4,1,2,2,2,4,1,2,0,1,0,0,1,2,3,1,0,2,2,2,1.214725242,20.94553,6169730.297
2,0,5,1,0,3,0,4,0,2,3,0,1,2,0,1,1,1,1,1,0,1,1.216455852,16.77127,5585562.473
0,1,2,1,3,4,4,0,0,1,1,1,1,1,1,2,2,1,0,1,0,1,1.216545943,17.429357,5749333.326
1,0,0,1,1,3,0,2,0,0,2,1,0,2,0,3,3,0,1,2,2,0,1.217267294,18.42578,5698395.94
2,0,3,1,2,3,3,4,0,1,3,1,1,0,1,1,2,0,2,0,1,2,1.217619467,15.85899,5637005.629
1,0,3,1,2,2,2,0,1,0,3,0,1,1,0,3,0,0,0,0,0,1,1.21833497,17.41234,5587037.122
0,1,1,2,1,2,2,0,0,0,1,0,0,2,0,0,0,0,2,1,0,1,1.218765182,12.387402,5234961.533
2,0,4,1,2,2,2,2,1,0,1,0,1,1,1,2,1,0,2,2,1,2,1.219384446,17.69957,5878571.682
2,0,5,2,3,3,1,1,1,2,1,1,0,1,2,3,3,1,1,0,1,1,1.219427488,16.558307,5794483.447
2,0,3,0,1,2,2,2,1,0,2,0,1,2,0,3,0,1,1,2,2,0,1.219958797,17.403006,5994008.042
2,1,0,1,3,1,0,0,1,1,3,1,1,1,0,2,3,0,1,0,1,2,1.22009697,20.26534,5740116.248
2,1,0,2,3,3,0,2,0,0,1,1,1,2,0,0,0,0,0,2,0,2,1.220162558,19.12813,5739207.301
2,0,4,2,0,1,0,3,0,1,2,1,1,1,2,0,0,0,2,2,1,0,1.220256497,13.410998,5234240.834
2,1,0,1,3,1,4,0,0,1,1,1,1,2,1,2,3,2,1,1,0,1,1.220388318,17.74495,5517401.47
2,0,5,2,2,3,2,1,1,0,1,0,1,1,0,2,3,0,2,2,1,0,1.220702013,14.923342,5973260.991
2,0,4,2,2,3,1,1,1,3,3,1,1,1,2,0,0,0,2,2,2,2,1.220900757,20.86081,6221141.618
0,0,3,0,0,2,2,0,0,2,1,0,1,1,2,3,0,0,1,0,1,1,1.221069698,12.635719,5066808.85
2,0,5,1,3,3,0,3,0,3,1,1,0,1,0,2,3,2,2,1,2,2,1.221797815,18.063952,5946374.226
0,0,0,2,2,1,0,2,1,1,0,1,1,0,1,0,3,1,0,0,0,0,1.221856083,16.04403,5286587.494
0,0,5,1,1,2,2,0,0,2,2,0,1,0,1,1,2,1,1,0,1,1,1.221866396,14.193084,5184338.331
1,0,2,2,1,3,0,0,0,1,0,0,0,0,2,2,2,0,0,0,2,1,1.222160125,17.20207,5344146.451
0,0,5,2,1,1,2,3,1,1,0,1,0,1,0,1,3,1,2,0,1,2,1.222248547,12.908368,5399225.046
1,0,2,0,2,3,1,0,0,0,2,1,0,1,1,1,0,1,0,1,0,1,1.223045485,17.22008,5480957.705
0,1,4,2,0,1,1,4,1,0,0,0,0,0,2,2,3,0,0,0,2,2,1.223554307,15.46895,5593164.481
2,0,2,2,3,3,1,2,1,0,2,1,1,1,1,0,0,2,1,1,0,2,1.223955506,17.463591,5975983.575
2,0,4,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,0,2,2,1.224313442,15.478491,5610238.684
2,0,3,1,3,3,1,4,1,3,0,1,0,0,2,1,1,2,2,1,2,1,1.224420475,24.07602,6357186.038
2,0,0,2,0,2,2,1,1,2,2,0,1,0,2,0,3,2,1,0,0,1,1.224642869,14.53552,5563218.581
2,0,3,0,2,1,1,2,1,0,3,1,1,1,2,3,0,1,0,2,0,0,1.224693732,16.32966,5874155.441
0,1,0,1,1,1,2,0,0,0,0,1,1,1,1,3,1,0,0,1,1,0,1.224714294,14.90157,5176192.668
0,0,4,0,0,2,2,0,1,2,3,0,0,0,1,2,3,0,0,0,0,1,1.225113027,13.709855,5366814.974
0,0,1,2,3,3,2,0,0,2,3,0,0,2,1,3,2,0,1,1,1,2,1.225238443,18.32728,5530888.928
0,0,3,2,1,3,1,0,1,1,3,0,1,2,2,1,1,0,1,0,1,0,1.22583129,17.08399,5522981.308
0,0,3,0,1,1,3,0,1,0,0,0,1,1,1,2,1,1,0,2,1,0,1.22588701,13.5174,5536293.123
1,0,0,1,1,2,2,0,1,0,2,1,1,2,1,3,2,1,0,0,0,1,1.226050089,16.411659,5552172.698
0,0,4,0,0,3,0,3,0,1,2,0,1,1,2,2,3,0,1,1,2,2,1.226362716,14.923593,5449119.748
2,0,3,1,1,2,2,4,1,1,1,0,0,2,2,0,0,1,2,0,0,1,1.226516923,16.31109,5574298.657
2,0,3,2,0,2,2,1,1,0,2,1,0,2,1,1,0,2,1,2,0,1,1.226727876,13.505938,5860773.134
0,1,2,2,2,2,2,0,1,0,1,0,0,2,2,2,1,0,1,0,1,0,1.22738384,14.681443,5518318.827
2,0,2,0,3,2,2,1,1,2,3,0,0,1,0,0,0,2,0,0,0,0,1.227694596,18.170022,5737687.275
2,1,0,1,1,1,1,0,1,1,0,0,0,1,2,2,1,0,2,1,0,0,1.228756303,14.533828,5479224.698
2,0,3,1,3,2,2,0,1,2,3,0,1,2,2,0,0,0,1,2,1,0,1.228908218,17.774998,5995996.485
0,0,1,1,0,3,3,0,1,0,2,1,1,0,0,0,2,2,1,2,0,0,1.229631548,14.613556,5928924.533
2,0,4,1,3,1,2,3,1,0,3,1,1,2,1,0,2,2,0,2,2,1,1.229994077,17.216984,6189852.184
2,0,2,0,0,2,2,3,0,1,3,1,1,0,2,3,1,2,1,0,1,2,1.230458535,16.32669,5517676.577
2,0,1,0,0,2,2,3,1,1,0,1,1,0,0,3,2,0,2,2,1,1,1.230552906,14.671924,5872020.909
2,0,4,2,0,3,3,3,0,3,1,1,0,0,1,1,1,0,1,1,1,0,1.231220754,15.240893,5529273.787
2,1,0,1,1,1,2,2,0,0,1,1,1,1,2,2,1,2,2,0,0,2,1.231546785,13.045799,5415999.304
2,0,0,1,0,2,2,3,0,1,3,0,0,0,2,3,2,1,2,0,1,0,1.23171351,16.01634,5323043.915
0,0,3,2,1,2,2,1,0,0,1,0,0,2,0,2,3,0,2,0,0,0,1.23198329,13.03271,5008144.303
0,0,4,2,0,2,2,0,0,2,3,1,1,2,2,2,1,2,0,0,1,0,1.232311083,14.214302,5334994.603
2,0,2,1,1,3,0,2,1,2,0,0,1,2,1,0,0,1,0,1,2,2,1.232788008,18.36996,5895934.195
2,0,4,2,1,3,1,4,0,2,1,1,1,1,2,3,0,0,0,2,0,0,1.23343461,17.65816,5652371.963
2,0,0,1,1,2,2,0,1,2,2,0,0,0,2,3,1,0,2,2,1,1,1.233491182,21.94952,5927263.559
1,0,3,0,2,2,2,1,0,0,0,0,0,1,2,1,0,1,1,0,2,2,1.233719045,17.05351,5326645.003
2,0,5,1,1,2,2,1,1,1,3,0,1,2,0,2,2,0,2,0,0,0,1.233739617,16.136606,5494498.752
1,0,0,0,3,3,3,0,0,0,3,1,0,2,1,2,3,0,1,2,0,0,1.233783651,19.56076,5719967.751
2,0,0,0,0,2,2,2,1,2,0,0,0,2,0,1,3,0,1,1,0,0,1.23392662,14.273348,5472644.645
0,0,0,0,0,2,2,3,0,0,0,1,0,1,0,3,3,2,2,2,1,0,1.233973583,12.38746,5455731.929
0,0,5,0,2,2,2,4,0,0,0,1,0,1,2,3,1,1,0,2,0,2,1.234036539,13.972554,5459130.518
2,0,1,1,2,2,2,0,1,2,1,1,0,1,0,0,0,0,0,2,2,1,1.234853746,17.71892,5867688.909
2,0,5,2,0,2,2,3,0,2,2,1,0,1,1,2,2,2,0,0,1,1,1.234874192,15.135573,5496937.802
2,0,2,0,3,2,2,3,0,1,2,0,0,2,0,1,2,2,0,0,2,0,1.235654238,16.467474,5605844.927
2,0,2,1,1,2,2,3,0,2,1,0,0,2,1,2,2,0,0,0,2,1,1.235828922,16.66443,5325184.683
0,0,3,2,3,2,2,0,1,0,2,0,0,0,1,0,0,1,1,1,1,1,1.236165016,13.977137,5542893.739
2,0,5,1,2,2,2,4,0,2,2,0,1,0,2,0,1,0,1,0,0,0,1.236310817,16.83581,5379894.529
1,0,2,2,3,1,3,3,1,0,0,1,0,0,0,2,0,0,0,0,2,1,1.236553726,16.801712,5618209.909
0,0,5,1,1,2,2,4,0,1,0,0,0,1,1,1,2,2,0,0,1,2,1.236810781,14.699102,5356438.58
2,0,4,2,0,3,1,1,0,3,3,0,0,0,1,2,0,2,1,2,2,1,1.237255872,17.13311,5771301.932
0,0,1,2,3,1,0,0,0,1,3,1,1,1,2,1,2,2,2,0,1,2,1.237488147,13.656975,5240124.738
2,1,0,1,0,3,0,0,1,3,3,1,0,0,1,2,2,1,0,0,1,2,1.238012663,19.018269,5897374.665
2,0,2,0,3,3,2,3,0,3,2,0,0,1,2,0,0,2,0,0,0,2,1.238494722,19.96496,5771952.342
2,0,1,1,0,2,2,1,1,1,1,0,1,1,0,2,0,0,1,0,0,0,1.23918983,14.176881,5317220.344
0,0,4,0,1,3,0,4,0,2,3,1,0,0,1,3,3,0,2,1,2,1,1.24021163,21.47525,5865462.179
0,1,2,0,0,1,1,0,0,0,2,0,0,0,1,3,0,1,1,0,2,1,1.240234448,13.54097,5249830.781
2,0,5,0,1,2,2,1,0,2,1,0,1,2,2,1,3,1,1,0,1,2,1.240300576,13.611787,5213078.877
