BranchPredictor,fetchWidth,numFetchBufferEntries,numRasEntries,maxBrCount,decodeWidth,numRobEntries,numIntPhysRegisters,memIssueWidth,memIssueWidth,numLdqEntries,enablePrefetching,enableSFBOpt,numRXQEntries,numRCQEntries,nL2TLBEntries,nL2TLBWays,nICacheWays,nICacheTLBWays,nDCacheWays,nDCacheMSHRs,nDCacheTLBWays,CPI,Power,Area
1,0,2,2,0,3,0,4,0,3,2,0,1,2,2,1,0,0,1,0,2,1,1.031617662,17.547442,5718241.624
1,1,0,1,1,1,3,1,0,1,0,0,0,1,1,0,2,2,0,1,1,0,1.057569772,17.972952,5784772.592
0,0,2,2,1,0,0,2,1,0,2,0,1,1,2,0,2,2,2,0,1,0,1.419604578,12.259047,5303676.732
0,1,2,0,2,2,2,1,1,0,1,0,0,2,0,0,3,0,2,2,2,2,1.097686388,15.288214,6051772.473
1,1,2,0,2,4,4,0,1,1,1,0,1,0,2,2,1,1,2,1,1,2,1.108699384,24.49322,6466638.278
1,0,5,1,2,0,2,4,0,0,3,1,0,0,1,3,2,1,2,2,2,2,1.337234685,16.99218,5636483.08
0,0,1,1,3,3,2,2,1,1,1,1,1,2,2,1,2,0,2,1,2,1,1.017339316,19.33143,5943212.613
0,0,2,0,3,3,2,1,0,2,1,0,0,1,2,1,3,1,0,0,0,0,1.161740461,15.583689,5390774.784
1,1,3,0,2,4,4,2,1,0,2,0,1,0,1,0,3,0,1,0,0,2,1.041159324,21.959012,6390376.385
1,0,4,0,0,3,0,4,1,2,2,1,1,1,1,3,3,0,1,0,0,1,1.180785622,19.68339,5976893.307
1,0,3,0,1,2,2,3,1,1,1,1,1,2,1,0,1,2,1,2,2,2,0.897751062,18.222952,6315183.561
1,1,2,0,3,1,1,4,1,1,1,1,0,2,2,1,3,0,0,1,1,2,0.919585505,23.95839,6202359.858
1,1,4,0,2,4,4,4,1,1,0,1,1,2,0,2,0,2,2,1,2,1,0.939146694,28.56003,6889168.003
1,1,4,1,3,1,3,3,1,1,2,1,0,1,2,3,1,1,0,1,0,1,0.90551362,22.717511,6322337.313
1,0,0,1,0,1,2,2,0,1,3,1,0,1,0,0,2,2,1,0,1,1,1.061983973,14.695319,5393088.864
1,1,3,1,3,4,4,0,1,3,2,0,0,2,2,3,2,2,1,0,0,2,1.112933865,25.78012,6617236.621
0,1,5,2,1,0,3,1,0,0,3,0,0,0,2,2,2,1,2,0,0,2,1.386302378,13.331986,5188479.92
0,1,5,1,0,4,4,1,1,2,0,1,1,1,2,3,0,2,0,1,2,2,0.996401022,16.686509,6254791.978
1,0,1,2,2,1,1,0,1,1,0,0,0,2,2,3,2,2,0,0,2,2,1.169525493,17.252306,5625089.118
0,1,5,2,1,3,3,0,0,1,3,1,1,1,1,0,3,0,2,0,2,2,1.186474905,16.82893,5637131.732
2,0,2,1,2,2,2,3,0,0,3,1,1,2,0,3,0,0,2,1,0,2,1.25259175,18.38407,5447336.667
1,0,2,0,1,1,3,2,1,1,2,1,0,1,0,3,1,2,1,1,2,1,0.961816791,19.28126,6019682.656
0,1,5,0,1,2,2,0,1,2,2,0,0,1,2,3,1,0,0,0,1,2,1.110222592,21.71131,5756301.96
2,0,0,1,1,0,2,2,0,0,2,0,1,0,0,0,0,2,0,2,0,2,1.455280905,12.644564,5192620.432
0,1,1,1,2,4,4,1,1,1,2,1,0,1,2,3,0,1,2,1,1,2,0.95202914,20.22319,6248356.373
1,1,1,1,0,2,2,2,0,2,0,0,1,1,0,1,1,2,0,2,1,0,0.966605362,21.77157,6079373.596
2,1,1,0,0,2,2,3,0,2,2,1,1,2,2,3,0,2,2,0,2,1,1.081921999,18.12596,5826245.812
1,0,4,1,0,0,4,0,1,0,1,1,0,1,0,2,3,1,2,0,2,2,1.402228857,15.04081,5348834.322
1,1,1,2,2,4,4,3,1,2,0,0,0,2,2,1,3,0,0,1,1,1,0.927695266,26.04972,6546827.595
1,1,1,1,2,3,2,2,0,0,0,1,1,2,2,3,1,0,0,0,0,2,1.171705702,18.251784,5874866.964
1,1,1,2,2,0,0,0,0,0,2,0,1,1,1,2,2,1,1,2,0,0,1.328176278,17.66524,5596175.541
0,0,5,2,2,0,1,1,0,0,0,1,0,1,0,2,1,2,1,1,0,1,1.420283739,10.536283,4987465.408
1,1,2,0,0,4,4,2,1,4,1,1,0,0,2,3,3,1,2,1,1,0,0.803777609,25.98696,6689134.798
0,0,3,2,2,1,4,3,1,0,1,0,1,2,2,2,0,2,2,1,2,1,1.140296542,14.222006,5768206.392
2,0,2,2,1,3,2,2,1,3,2,0,1,1,1,2,0,2,2,1,2,2,1.148466715,20.9755,6231107.608
1,1,2,2,2,3,1,1,0,2,1,0,0,0,0,1,1,1,2,2,1,0,0.899988429,23.41719,6170775.688
0,1,5,2,0,1,2,3,0,1,0,0,0,2,1,2,1,1,2,0,1,2,1.14425355,12.944655,5368424.068
2,0,5,1,3,1,4,0,0,1,3,1,0,1,2,2,2,1,2,0,0,2,1.370877219,15.03022,5189140.147
1,1,5,2,1,2,2,1,1,1,1,0,1,0,2,2,0,2,0,0,0,1,0.910173289,27.61222,6251705.408
1,0,3,2,3,0,0,2,0,0,1,0,0,1,2,0,3,2,1,2,1,1,1.347184631,13.881314,5421019.145
0,1,4,2,0,2,2,2,1,2,2,0,0,0,1,3,0,2,0,0,2,0,0.938024777,17.31448,5975737.667
0,1,0,0,3,1,4,4,1,1,3,0,1,2,2,3,3,0,2,2,1,2,0.93949017,20.78439,6388697.987
1,0,2,2,3,0,0,3,1,0,0,1,1,1,0,1,3,2,0,1,2,1,1.362299501,16.55828,5699651.185
0,1,4,0,0,1,4,4,0,1,2,1,1,0,2,0,0,2,2,0,0,1,1.000252815,14.254438,5475760.663
1,0,3,0,1,1,1,2,0,0,3,0,1,1,2,0,0,0,1,1,0,0,1.100243002,16.75243,5275888.756
1,1,5,2,1,3,2,2,0,3,0,0,1,0,1,1,3,0,0,2,2,0,0.947634517,24.784935,6311481.893
0,0,3,0,0,1,4,4,1,1,3,0,0,1,0,0,0,0,2,1,1,0,1.070626944,14.20068,5606668.304
0,1,0,2,3,1,1,2,0,1,0,1,1,1,0,1,2,0,1,2,1,1,1.078470709,15.0846,5468924.452
1,0,0,1,3,2,2,2,0,0,1,1,1,0,0,0,3,1,2,2,0,0,1.08478779,15.355776,5605296.29
0,0,3,2,1,2,2,3,1,2,2,1,0,1,1,0,0,0,2,0,0,0,1.110928707,16.49058,5539549.86
2,0,1,0,2,1,0,0,1,1,1,0,0,0,2,2,2,0,2,0,1,0,1.336464019,12.905254,5191742.543
1,0,2,2,2,0,4,0,0,0,2,0,0,1,2,0,2,2,1,1,2,0,1.359506642,15.470653,5327602.23
1,1,0,1,3,0,3,1,1,0,0,1,0,2,1,2,3,2,1,2,1,0,1.351558841,20.52586,6257903.152
0,1,0,2,3,0,4,3,0,0,3,1,0,1,1,0,2,2,2,2,2,1,1.373018641,16.59095,5720480.201
1,1,1,2,2,3,0,2,1,3,0,1,0,0,0,3,0,1,0,2,1,1,0.93300896,27.02606,6724728.706
1,0,4,1,1,1,3,2,0,0,2,0,1,1,1,0,1,2,2,2,0,0,1.094280723,15.374597,5561027.781
1,0,1,1,3,3,2,3,0,2,3,1,0,1,0,0,1,2,2,0,2,1,0.992788404,20.449896,6045070.241
2,1,1,0,0,4,4,3,0,0,2,1,0,2,0,2,3,0,2,2,2,1,1.172159484,17.273237,5949772.999
1,1,4,0,0,0,4,1,1,0,3,1,0,0,0,2,0,2,1,0,1,0,1.3463696,18.77933,5946161.27
0,0,3,0,0,0,1,0,0,0,3,0,1,0,1,2,2,0,2,1,2,0,1.394256402,10.998251,4920811.528
1,0,3,2,0,2,2,1,1,2,0,1,1,1,2,1,0,2,1,1,0,2,0.992038247,16.564024,5728812.802
1,0,4,0,1,3,0,4,0,2,1,0,0,2,0,3,2,1,1,2,1,1,1.140411451,17.128635,5893453.165
0,0,1,0,0,2,2,3,1,0,1,0,0,0,1,0,3,2,2,1,1,1,1.141568642,18.48234,5771176.847
0,0,3,2,3,0,0,3,1,0,2,1,0,2,2,3,1,1,0,2,2,1,1.38248167,18.64338,5879884.146
0,0,2,0,2,1,0,3,0,1,2,1,0,0,0,2,1,2,1,2,2,1,1.10820346,15.55736,5538424.061
0,1,3,1,2,4,4,0,1,2,0,1,1,2,1,0,3,1,0,2,0,2,1.120744187,18.956,6286910.175
0,0,4,1,3,3,2,4,0,3,0,0,1,1,2,3,0,2,2,1,0,1,1.18573723,23.28994,5967669.833
0,1,5,1,0,4,4,4,0,1,0,1,0,1,1,3,1,2,2,1,1,1,1.065292131,16.308483,5967082.127
2,0,4,1,3,2,2,3,0,2,0,0,1,0,1,0,2,0,0,2,0,0,1.244564595,15.713035,5499935.753
1,1,1,0,1,1,1,4,1,1,1,1,0,0,1,1,2,1,1,2,2,1,0.910499755,23.268243,6672108.457
0,1,5,2,0,2,2,3,1,0,2,0,0,1,0,0,0,1,2,1,2,1,1.065995837,15.410971,5923955.084
0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,2,0,2,1,1.23593229,12.158409,5171661.178
0,0,1,1,2,0,0,0,1,0,2,0,0,1,0,3,3,1,0,2,2,1,1.386962569,13.693373,5596510.621
1,0,2,2,3,0,0,0,1,0,1,1,1,0,2,0,2,1,1,0,2,1,1.394347652,13.433682,5336896.043
1,1,1,0,0,2,2,3,0,2,1,1,0,2,2,3,0,1,1,1,1,1,0.89469164,20.93491,5982320.098
1,1,1,2,0,4,4,1,0,4,0,1,0,0,2,2,2,1,0,2,1,0,0.960268817,25.34215,6291124.299
0,1,4,0,3,2,2,4,1,1,0,0,0,1,1,2,0,0,0,0,1,0,1.086583481,17.009383,5836323.042
0,0,1,2,3,3,0,4,1,3,1,0,1,1,1,3,0,1,1,0,1,2,1.140478128,19.30269,6053617.658
0,0,5,2,1,2,2,2,0,2,0,1,1,2,1,0,3,2,0,1,1,1,1.14501641,14.656906,5392156.018
0,1,5,0,0,4,4,1,1,4,2,0,0,2,0,1,3,1,1,2,0,2,0.921668447,19.351506,6456532.318
0,1,4,1,1,4,4,2,0,4,1,1,0,0,2,3,1,1,2,0,2,0,0.990053476,19.99031,6003631.243
0,1,2,0,1,3,1,2,1,2,0,1,0,2,0,3,3,1,1,1,1,1,1.032226543,17.481476,6055284.024
0,1,3,2,3,3,3,1,0,3,0,0,1,2,1,1,1,1,1,0,1,0,1.08494183,17.931902,5792366.427
2,0,2,1,1,0,2,2,1,0,2,0,0,2,1,0,0,0,0,2,1,1,1.456636168,13.631621,5528948.84
1,1,0,1,0,1,3,4,0,1,2,1,1,1,1,1,2,1,0,1,0,1,0.919084453,24.26834,5917617.884
0,1,5,0,2,2,2,0,1,2,0,0,1,0,2,1,1,1,1,2,0,0,1.065474372,17.26733,5974066.372
0,0,3,1,3,0,4,3,0,0,1,0,1,1,1,3,2,1,2,1,0,1,1.386338142,12.850013,5176214.432
1,1,1,1,0,2,2,0,1,2,1,0,1,0,2,1,1,0,2,2,0,1,0.986482468,20.673807,6260828.821
1,0,3,0,3,3,0,0,1,1,0,0,1,1,2,0,2,1,0,2,2,2,1.097819126,19.87258,6160348.022
0,0,5,0,3,3,0,0,0,0,2,1,1,2,2,2,0,0,0,0,1,1,1.32615368,15.04686,5305455.807
0,0,5,1,3,2,2,4,1,2,3,1,1,2,2,1,2,1,2,2,2,2,1.006353633,20.67229,6414232.356
1,0,3,0,0,0,2,1,0,0,1,1,0,2,2,2,2,1,0,1,1,0,1.356709525,13.305262,5101983.881
0,1,4,2,0,4,4,0,0,0,2,0,1,1,1,2,0,1,1,1,2,2,1.278180434,14.907861,5710694.66
2,0,4,2,2,3,0,3,0,3,2,0,1,2,0,2,3,2,1,1,0,0,1.327236887,18.04551,5790596.231
1,1,0,2,1,1,1,2,0,1,3,1,1,1,1,1,2,1,1,2,2,2,0.916395557,24.2356,6096489.501
1,1,4,1,1,0,2,2,0,0,2,0,0,1,2,2,0,1,2,1,1,1,1.339718832,17.463788,5704156.411
0,0,1,1,0,0,0,2,0,0,3,0,1,2,2,2,1,1,2,0,1,2,1.422728183,11.360168,4901529.109
1,0,1,2,0,2,2,1,1,2,2,1,0,1,0,2,3,1,2,1,2,0,0.931293084,22.86135,5939736.062
1,1,3,0,2,0,2,0,1,0,0,1,0,1,0,2,1,2,1,1,2,1,1.354569989,18.74421,6015452.268
0,0,2,1,3,0,0,1,1,0,2,0,0,1,0,1,3,2,2,0,1,0,1.430208762,15.92042,5346770.154
0,1,4,0,2,2,2,0,1,2,1,1,1,0,2,3,2,1,1,0,0,0,1.09720859,16.781782,5695338.771
0,1,3,2,1,4,4,3,0,4,3,1,1,2,0,1,2,0,2,0,2,1,0.942569553,19.630342,6064132.632
0,0,2,2,0,3,2,2,1,3,2,0,1,1,2,3,0,2,1,0,2,1,1.062135909,17.18882,6015279.438
1,0,0,0,0,3,1,2,0,3,2,0,0,1,0,1,3,1,0,0,0,2,1.120585969,16.151032,5587678.684
2,0,1,0,0,3,2,0,1,3,1,1,1,0,1,1,1,0,0,2,0,2,1.255793112,16.27568,5886429.214
2,0,2,0,1,0,2,1,0,0,3,1,0,0,0,1,1,1,2,1,2,1,1.469985594,13.106289,5059918.631
2,0,5,1,3,2,2,1,1,1,2,0,1,0,1,3,1,2,2,1,0,1,1.170792275,15.867352,5859089.87
0,1,1,2,3,4,4,1,0,2,2,1,0,1,0,2,0,1,0,0,2,1,1.01627112,20.31255,5954854.019
1,0,2,2,0,2,2,2,1,0,2,1,0,1,0,3,1,1,1,2,2,1,1.052287684,17.505138,6089374.53
1,1,5,1,1,3,3,4,0,0,1,0,0,1,0,3,2,1,2,1,2,0,1.07022422,21.95192,6187878.557
1,1,0,0,0,3,2,0,0,2,1,1,0,1,0,0,2,1,2,0,0,0,1.12197246,20.046897,5791040.128
1,1,5,2,1,0,0,4,0,0,3,0,0,0,0,3,0,2,2,2,0,0,1.331287725,22.1825,6009610.068
2,0,3,2,1,0,0,1,0,0,0,1,1,2,0,3,2,2,0,1,1,0,1.48801074,11.084325,5023661.073
0,1,1,0,3,1,3,2,0,1,0,0,1,1,0,2,1,0,2,2,1,1,1.078371605,16.3618,5537303.8
2,1,0,0,1,0,2,0,0,0,1,1,1,0,2,0,3,2,1,0,1,2,1.450962671,12.160279,5224225.695
1,0,0,2,0,1,0,3,1,0,0,1,0,0,2,0,0,1,0,2,2,2,1.161780658,14.437366,5846848.707
0,1,2,1,1,2,2,3,0,1,2,1,0,0,0,1,3,0,2,2,1,0,0.95381901,16.22175,5652677.99
1,1,1,2,0,4,4,3,1,0,3,0,1,2,2,0,0,2,0,1,0,2,1.000479909,21.291407,6671940.742
2,0,2,2,1,2,2,1,1,1,1,1,0,2,0,1,2,1,0,2,2,1,1.162353867,16.95019,5911870.012
0,1,1,2,3,0,0,4,0,0,2,1,0,1,1,0,0,1,1,0,1,1,1.384212276,12.04221,5233986.601
1,1,3,2,0,0,1,4,0,0,1,1,0,1,1,3,3,0,1,0,0,2,1.3504961,17.58453,5463545.898
0,0,4,2,3,0,2,3,1,0,3,0,0,1,0,1,0,1,2,2,1,2,1.383021795,19.30197,5917658.169
0,0,0,0,1,1,3,3,0,1,1,0,0,1,0,1,1,0,2,1,2,0,1.106677307,14.040147,5213959.916
1,0,0,0,2,3,1,0,0,2,2,0,1,1,1,1,1,2,1,1,0,2,1.162912528,16.439252,5704403.251
0,1,2,2,2,4,4,4,0,2,3,0,1,0,2,1,2,2,2,2,2,0,0.911826841,23.0836,6486002.285
0,1,5,2,3,1,2,0,1,1,3,0,1,1,0,2,0,1,1,1,1,1,1.074376708,16.772552,5828636.095
0,0,4,2,1,2,2,0,0,0,1,0,1,0,0,2,1,0,0,2,2,2,1.236891046,13.277281,5308588.843
2,0,3,1,3,3,0,1,0,2,0,1,1,2,1,1,3,0,0,1,1,2,1.261314339,16.554381,5431528.993
0,1,5,2,0,3,0,0,1,2,3,0,0,0,2,1,2,2,0,2,0,0,1.083555943,17.06065,6303867.982
0,1,2,1,0,2,2,3,0,2,0,0,1,2,0,1,0,1,0,0,0,2,1.101008069,14.222809,5453638.026
1,0,3,1,0,0,3,1,0,0,0,0,1,1,2,0,0,1,1,1,2,2,1.365934426,12.785415,5123255.742
1,1,5,0,0,2,2,4,1,2,0,0,0,2,1,1,0,0,2,1,2,0,0.953174995,22.659697,6266427.437
1,0,3,1,3,1,4,2,0,1,3,0,0,2,0,3,1,0,0,2,0,0,0.969717596,18.26086,5631669.954
2,0,0,2,3,0,0,0,1,0,1,1,1,2,1,3,0,2,2,0,1,0,1.511631606,11.406356,5255342.939
0,1,2,2,1,3,3,1,0,3,1,0,1,2,2,1,2,2,1,0,1,1,1.003373452,17.60625,5790662.011
1,0,1,2,3,1,2,1,1,1,0,1,1,1,1,3,3,1,0,2,1,1,1.023352116,17.267898,5966109.69
0,0,0,0,1,1,2,0,1,0,3,1,1,2,1,1,3,0,1,1,0,1,1.221127488,17.6143,5434179.409
1,1,4,2,1,4,4,3,0,2,2,1,0,2,1,0,1,1,0,1,0,1,0.850832583,25.48047,6303240.12
2,0,4,1,0,3,1,0,1,1,1,0,0,1,0,2,2,2,1,0,1,0,1.390939708,13.741876,5554004.379
1,0,3,2,2,3,0,2,0,1,2,1,0,1,2,3,2,2,2,2,0,1,0.997067217,22.53904,6044596.299
2,0,1,1,0,0,4,3,0,0,0,0,1,2,1,0,3,1,1,0,0,0,1.532790829,10.976586,4876184.741
1,1,4,0,2,1,1,3,1,1,3,1,1,0,2,2,3,0,1,2,2,0,0.889802001,24.00757,6595564.207
1,1,5,1,1,3,1,2,0,3,0,1,1,0,0,0,2,1,0,2,2,2,0.940477844,25.8486,6321655.259
1,0,4,0,1,1,4,0,0,1,1,0,0,2,2,3,0,1,0,0,1,2,1.18253788,13.957371,5198678.435
0,0,0,1,2,0,4,1,0,0,0,1,0,0,2,1,1,2,1,0,0,2,1.473699513,10.229543,4915761.484
1,1,3,2,1,3,0,3,1,3,2,0,0,1,0,2,2,0,0,0,2,0,0.918406048,26.46854,6489213.656
0,1,2,0,2,4,4,1,1,0,0,1,1,2,0,3,3,2,0,0,1,0,1.179746686,17.85109,6025767.458
0,1,1,1,1,3,3,3,1,2,3,1,0,2,2,0,1,1,1,0,0,1,0.934251972,27.47851,6248991.37
0,1,2,1,3,4,4,2,0,4,1,0,1,0,2,0,2,2,1,1,0,0,0.945814503,22.22126,6213705.455
1,1,4,2,2,0,3,2,1,0,3,0,1,1,1,2,1,1,1,0,2,0,1.329978991,23.58196,6050802.765
2,0,2,1,0,0,3,2,1,0,3,0,1,1,1,2,1,2,0,0,0,0,1.498202889,13.49322,5341348.857
2,0,4,2,3,2,2,1,0,2,3,0,1,1,1,1,1,2,0,2,1,2,1.183349876,17.77336,5753889.948
2,0,3,0,1,3,0,0,1,0,2,0,1,0,1,0,3,0,1,2,0,2,1.310840477,13.678646,5799546.74
0,1,3,2,2,3,3,0,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1.159542708,19.0994,5877903.265
1,0,1,1,1,2,2,0,0,2,0,1,0,0,1,3,3,2,2,0,2,0,1.180591306,15.812799,5523394.617
0,1,3,1,0,3,2,4,0,0,0,0,0,2,2,1,2,0,2,0,1,2,1.221651585,15.33407,5472630.935
0,0,4,2,3,0,4,3,1,0,1,0,1,2,0,0,2,1,1,2,1,0,1.379731622,13.394832,5719702.107
1,0,2,2,1,0,1,0,1,0,2,0,1,1,0,2,3,2,2,0,1,0,1.392834157,15.61207,5425738.738
1,0,1,1,3,3,0,3,0,3,1,0,1,1,1,0,3,2,2,1,2,2,0.984595386,20.624602,6077481.696
1,0,4,1,2,3,0,1,1,3,2,0,0,2,1,1,1,0,1,2,0,0,1.116766511,18.575363,6224293.561
1,1,5,2,0,0,2,4,1,0,0,0,0,0,0,1,2,1,1,2,0,2,1.352049102,17.91449,6168421.869
0,0,3,0,3,0,4,3,0,0,1,1,1,1,1,2,2,2,1,1,1,2,1.386098104,13.16318,5236832.875
0,1,2,0,0,4,4,4,1,3,0,0,1,2,2,0,2,0,1,0,1,0,1.036463611,18.89844,6089514.614
0,1,4,1,3,1,1,0,1,1,0,1,1,1,2,2,2,1,1,2,2,2,1.095488578,17.86136,5938826.235
0,0,0,1,2,3,3,3,0,3,1,0,0,1,2,3,2,2,2,0,1,0,1.152453792,17.37978,5801252.046
0,0,5,0,1,2,2,0,1,0,3,0,0,1,2,1,1,1,0,1,2,1,1.236492651,13.731546,5607187.401
0,0,3,1,0,1,1,1,0,1,0,1,0,2,1,3,0,0,2,2,2,1,1.176348037,12.19182,5174730.432
0,0,3,0,3,1,1,0,0,1,0,1,0,1,0,0,3,0,2,2,0,0,1.20082873,11.494065,5080572.506
1,1,4,1,2,0,2,1,0,0,3,0,0,2,0,2,2,1,2,0,1,1,1.349870925,17.146121,5576939.127
1,1,0,1,0,0,2,1,0,0,0,1,1,1,2,2,3,2,2,0,0,2,1.375221774,17.53748,5464059.574
2,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2,1,2,1.442374309,12.97048,5204394.868
0,1,1,2,0,3,0,0,0,0,3,1,1,2,1,1,1,2,2,2,2,0,1.218431726,15.779798,5777787.44
2,0,2,0,3,1,4,0,1,1,3,1,0,1,1,3,2,2,0,2,2,0,1.25656121,18.86491,6112661.966
1,1,3,0,2,1,3,2,1,1,3,0,1,0,0,1,0,2,2,0,1,1,0.909484815,28.59995,6415320.625
0,1,5,0,1,4,4,3,1,1,3,0,1,0,1,2,3,0,1,0,0,1,0.919669516,20.20446,6128167.881
0,1,5,2,2,1,3,1,0,1,1,1,1,1,2,1,2,1,0,1,1,2,0.987207326,14.57343,5435135.392
1,0,2,0,1,2,2,0,0,2,1,1,1,0,1,3,3,2,2,1,1,1,1.078892681,16.433048,5589282.735
1,1,2,2,3,4,4,0,0,3,3,0,0,1,0,2,2,2,2,2,1,0,1.106328046,28.0744,6615232.093
2,0,2,2,0,3,0,3,1,1,2,0,0,2,1,0,3,1,2,1,2,0,1.202045728,16.54925,5897732.034
1,1,4,1,3,1,4,3,0,1,1,0,0,2,0,3,0,0,2,1,0,1,0.943189833,19.820591,5867991.501
0,1,3,0,3,3,0,4,0,2,2,1,1,0,0,2,2,0,1,1,2,0,0.997813774,20.50017,6029553.916
1,1,3,1,3,3,1,4,1,0,1,1,0,0,1,0,0,1,2,2,1,1,1.022339139,30.6822,6899972.211
0,0,2,2,1,0,3,1,0,0,1,0,1,1,1,1,2,2,2,1,1,0,1.387150865,11.364757,5064394.8
1,1,0,2,0,3,0,4,0,3,3,1,0,2,2,2,1,1,2,1,0,1,0.943204405,25.44401,6211993.926
0,0,4,0,0,3,1,3,1,1,1,1,0,2,1,1,0,0,1,1,0,0,1.138915369,14.83793,5605382.89
2,0,1,2,1,3,0,1,1,3,0,1,0,1,1,1,2,0,0,1,0,1,1.245540164,16.59047,5589397.593
1,0,5,1,3,0,3,4,0,0,0,1,1,0,1,3,1,1,1,1,1,2,1.362877531,14.87352,5333991.833
2,1,0,0,1,0,2,1,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1.434559833,12.652169,5051299.276
1,0,5,1,1,1,1,2,1,1,1,1,1,2,0,1,0,1,0,0,0,1,1.012789872,15.042804,5581321.04
1,1,4,2,1,3,2,1,1,0,0,1,0,1,2,3,3,1,1,2,2,2,1.105761949,20.603438,6574977.316
1,0,3,1,2,2,2,0,1,0,0,0,0,0,1,2,3,0,2,1,1,2,1.196296601,16.2284,5563649.242
1,1,5,2,1,4,4,1,1,1,3,1,1,1,2,3,2,2,2,2,0,2,0.843152285,26.17551,6948696.236
1,1,0,1,3,3,0,4,1,3,3,0,0,2,1,2,0,0,1,2,2,1,0.868184904,30.83934,7170102.906
0,0,3,1,3,3,2,3,0,0,1,0,0,2,1,1,2,2,1,1,0,2,1.166713669,15.280708,5606064.722
2,0,5,0,0,2,2,0,1,2,2,0,0,2,1,1,0,0,1,0,2,1,1.316903192,15.39899,5412860.352
1,1,0,1,3,0,4,2,1,0,0,1,0,1,1,0,1,0,2,1,0,0,1.350774369,17.984657,5794049.704
2,0,4,2,0,2,2,4,1,2,0,1,1,1,2,2,1,1,1,0,0,1,1.291086115,15.97185,5562349.034
1,1,5,1,3,1,3,3,1,1,2,1,1,2,1,3,0,1,0,0,1,0,0.912568103,22.85363,6253124.85
0,1,5,0,3,3,2,3,1,2,0,0,1,0,1,2,1,2,2,1,2,0,1.001609069,22.9879,6448235.637
0,0,3,0,2,3,3,1,1,1,2,0,0,1,1,3,0,0,1,2,1,2,1.045533425,16.457023,6108173.742
1,0,4,2,3,3,0,3,1,3,0,1,1,1,0,1,1,1,2,2,0,2,1.119746892,22.58596,6418980.129
1,1,1,2,1,2,2,1,0,0,0,0,1,2,1,0,3,0,0,2,2,0,1.138980988,18.345374,5888069.009
0,1,1,0,2,4,4,1,1,0,0,1,1,1,2,2,2,2,0,1,2,0,1.145049979,21.26626,6237010.174
1,1,2,1,0,4,4,0,0,1,2,1,0,2,0,3,3,2,2,0,1,2,1.203584045,20.02933,6148765.938
0,1,3,1,3,4,4,4,0,2,1,0,1,0,2,2,2,2,2,2,1,1,0.93402275,22.5413,6376718.264
0,1,0,2,1,1,1,3,0,1,3,0,1,2,0,2,2,2,1,2,0,1,0.975262159,16.41297,5743840.283
2,1,1,0,0,2,2,4,0,2,2,0,0,0,0,2,1,0,2,0,2,0,1.08330669,16.707059,5622650.253
0,0,1,2,3,0,1,2,0,0,1,0,1,2,0,3,2,1,0,1,0,0,1.385962874,11.212444,4999611.357
1,1,1,2,1,4,4,2,0,0,3,0,1,1,2,1,1,0,0,2,0,0,1.040181829,21.70968,6226151.321
0,1,1,0,3,1,2,4,0,1,1,1,0,2,1,3,2,0,1,0,0,0,1.043751169,16.05692,5435804.586
1,0,5,0,1,1,1,2,0,1,0,0,0,0,1,1,1,2,2,2,0,0,1.073581268,14.145366,5493541.142
0,1,1,1,1,2,2,4,1,2,2,1,0,1,1,1,0,1,2,1,0,0,0.894846016,17.04854,6043791.902
0,1,3,1,0,0,4,4,1,0,0,0,1,2,0,1,1,1,1,1,2,0,1.383064652,14.37938,5620760.52
0,0,2,0,3,0,0,1,1,0,1,0,0,2,2,3,1,1,0,1,2,0,1.395444283,12.015967,5350739.211
0,0,4,0,2,2,2,0,0,2,1,0,1,1,2,2,2,2,0,1,1,2,1.166352155,15.02836,5395288.199
0,1,0,2,0,0,1,3,0,0,0,1,1,1,2,3,1,1,2,0,0,2,1.411077304,11.623462,5067467.468
1,1,2,0,1,0,1,1,0,0,0,0,0,2,1,2,1,2,1,1,2,1,1.354724272,16.192168,5648625.086
0,0,4,2,0,3,2,2,0,2,1,1,0,0,2,0,3,1,2,2,1,2,1.112568044,22.45729,5632900.546
2,1,1,0,0,2,2,4,1,1,0,1,0,1,2,3,1,1,2,0,0,0,1.199314004,15.408264,5806481.932
0,0,2,0,3,1,1,0,0,1,3,1,1,1,2,3,1,2,2,0,0,0,1.240543196,13.542039,5229277.907
0,0,1,1,1,1,3,3,1,1,1,0,0,2,0,3,0,0,1,2,0,1,1.060275088,14.323657,5747525.381
0,0,4,2,0,2,2,2,1,2,2,1,1,0,2,3,1,2,2,0,1,0,1.075035975,15.37798,5698793.149
1,1,3,0,1,0,0,1,1,0,2,0,0,2,0,0,1,0,0,0,2,1,1.34015651,19.73873,5694539.527
0,1,4,1,3,0,3,0,1,0,1,1,1,0,0,2,0,2,2,2,1,2,1.36224354,16.56231,5913618.84
0,1,3,2,0,2,2,0,1,1,2,1,1,1,1,1,3,1,0,1,0,1,1.088365887,14.165168,5685850.134
0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,2,3,1,1,2,2,2,1.182199288,13.5662,5630025.58
